"","id","lang","purpose"
"3144","s16771","rum","Sa vada cercetatorii cat de capabili sunt unii studenti sa inteleaga si sa perceapa corect realitatea unor povestiri expuse."
"3145","s16772","rum","N-am nici o idee"
"3146","s16780","rum","Sa verifice atentia."
"3147","s16787","rum","este un test de rationament logic si verifica logica de argumentare."
"3148","s16791","rum","nu știu"
"3149","s16792","rum","Studiu pentru a determina intelegerea unei anumite situatii dintr-un text, in functie de preferinta pentru ""a crede"" vs ""a sti"", ""noroc"" vs ""competenta"". "
"3150","s16795","rum","Cercetarea "
"3151","s16814","rum","capacitatea de a discerne dintre realitate si aparente, ca lucrurile sunt diferite in functie de perspectiva fiecaruia.
Acelasi lucru poate fi vazut diferit de persoane care au percetii diferite."
"3152","s16829","rum","sa imi testeze spiritul de observatie "
"3153","s16840","rum","DIFERENTA DINTRE PERCEPTIE SI REALITATE"
"3154","s16841","rum","Eu cred că scopul studiului a vizat modul în care oamenii sunt atenți la detaliile din texte și  cât de mult își îndreaptă atenția asupra acestora( detaliilor)."
"3155","s16842","rum","Initial am considera ca scopul studiului este acela de a testa atentia subiectului si  modul de interpretare a unor situatii contextuale.
Ulterior, spre final, am inceput sa cred ca de fapt se testeaza profunzimea convingerii subiectului despre relevanta concluziilor studiilor, la modul general."
"3156","s16845","rum","Definirea perceptiei asupra a ceea ce numim realitate"
"3157","s16849","rum","Rata de subiectivitate a raspunsurilor subiectilor."
"3158","s16854","rum","Scopul studiului ar putea fi acela de a vedea atenția cu care persoanele citesc un text."
"3159","s16855","rum","Măsurarea și evaluarea gradului de atenție și percepție, cu privire la anumite situații."
"3160","s16858","rum","Pentru a testa atentia si rationamentul"
"3161","s16862","rum","Nu stiu"
"3162","s16869","rum","Maniera de a lua decizii, atentia si folosirea limbajului."
"3163","s16872","rum","Testarea atentiei si a rationamentului"
"3164","s16877","rum","Atentia cititorului, starea de prezenta."
"3165","s16893","rum","Atentia catre nivelul de expertiza vs. noroc."
"3166","s16901","rum","Cred ca scopul acestui studiu a fost acela de a masura gradul de intelegere"
"3167","s16911","rum","Cred ca studiul vizeaza certitudinea credintelor/alegerilor facute in circumstante in care realitatea este diferita de reprezentarea mentala."
"3168","s16915","rum","efectul pe care utilizarea unui anumit limbaj il are asupra intelegerii textului"
"3169","s16916","rum","Cred că scopul studiului a fost maniera in care ne influenteaza anumite informatii, de exemplu la prima poveste in care ni s-a dat informatia ca acele case sunt false, am zis despre George ca doar crede ca sunt reale, dar nu stie sigur, pt ca eu am crezut informatia cu privire la faptul ca sunt false, dar de fapt nu stiu nici eu sigur daca intr-adevar este asa."
"3170","s16917","rum","Nu m-am gandit la asta"
"3171","s16918","rum","dezvoltarea ununu anumit tip de gandire"
"3172","s16925","ger","Ich hatte keine Zeit und habe es nicht so ausfühlihc gemacht"
"3173","s16932","ger","Zu gucken aus welcher Perspektive man über einen Sachverhalt urteilt.
Zu gucken wie gut die Einschätzung der Wahrnehmungsfähigkeit von den Beteiligten ist, wenn sie in ihrer Annahme richtig bzw. falsch lagen, obwohl die Beteiligten selber den Sachverhalt nicht kannten"
"3174","s16934","rum","Observarea modului de interpretare a limbajului si a modului in care ne influenteaza interpretarea adaugarea unor detalii "
"3175","s16942","rum","Tipul de rationament utilizat in rezolvarea unor ""probleme""."
"3176","s16949","pol","Sprawdzenie intuicji populacji na temat fałszywych przekonań"
"3177","s16951","rum","nu am incercat sa descopar acest lucru"
"3178","s16956","rum","Cred ca este un studiu legat de memorie"
"3179","s16959","rum","Banuiesc ca scopul e cercetarea modului in care e inteles limbajul."
"3180","s16970","rum","Cred ca scopul real al studiului a fost studierea atenției ."
"3181","s16977","rum","Nu stiu, nu l-am intuit."
"3182","s16982","rum","De a vedea cum reacționează oamenii în anumite situații, de a înțelege cum și de ce reacționează și gândesc ceva în anumite situații când nu se știe cu dovezi clare adevărul."
"3183","s16993","rum","Să verifice atenția participanților."
"3184","s16999","rum","Cred ca scopul a fost de a aplica un nou tip de chestionar "
"3185","s17001","rum","Verificarea atitudinii participanţilor cu privire la competenţă/incompetenţă şi a şti/a crede, în contextul unei situaţii înşelatoare, care nu este ceea ce pare a fi."
"3186","s17002","rum","Sa se urmareasca capacitatea de memorare a detaliilor si atentia."
"3187","s17006","rum","nedefinit sau despre limbaj"
"3188","s17010","rum","Scopul studiului cred ca a fost descoperirea capacitatii de atentie/memorare, retinere de situatii."
"3189","s17027","rum","pentru a verifica maniera de intelegere a tiparelor de gandire "
"3190","s17029","rum","Cred că este legat de conceptul de atenție selectivă și gândire abstarctă."
"3191","s17033","rum","de ce anumiti stimuli se remarca mai mult decat altii atunci cand este vorba despre atentie"
"3192","s17035","pol","Badanie tego co nazywamy wiedzą i przekonaniami"
"3193","s17040","pol","Uważam, że badanie może dotyczyć naszych złudzeń i wiary w rzeczy oczywiste na temat świata rzeczywistego."
"3194","s17043","rum","e legat de distinctia pe care o fac oamenii intre a sti cu adevărat și a crede in adevarul anumitor lucruri."
"3195","s17044","rum","scopul studiului a fost acela de a compara perceptiile despre realitate"
"3196","s17047","rum","Probabil, scopul studiului era construit în jurul întrebării :„Ioana/Gabriel crede/știe că ceea ce a văzut este adevărat?” și cum percepem noi validitatea celor văzute de ei."
"3197","s17067","ger","Vielleicht inwieweit gewisse Schlüsselwörter und Personengruppen einen Menschen dazu bringen davon auszugehen, dass etwas sicher, also Wissen bestätigt ist und dann auch Umstände, für die jemand vielleicht nichts kann als seinen oder Ihren Erfolg/Kenntnis zuzurechnen?"
"3198","s17072","rum","de a vedea dacă sesizăm perspectivele diferite alea situației"
"3199","s17086","rum","Să vadă măsura în care cel care completează este atent și înțelege sarcinile."
"3200","s17098","rum","sa reflecte perspectiva lucrurilor din punctul nostru de vedere"
"3201","s17116","rum","Testarea memoriei"
"3202","s17117","rum","Sa se urmareasca atentia"
"3203","s17119","rum","Din punctul meu de vedere, scopului studiului este acela de a măsura atenția subiecților pe parcursul citirii unor texte."
"3204","s17122","rum","Presupun că ține de înțelegerea mai mult sensuri a limbajului."
"3205","s17123","rum","Verificarea atentiei probabil"
"3206","s17125","rum","identificarea unor conexiuni de tipul: percepție-realitate"
"3207","s17126","rum","Percepția omului în legătură cu realitatea"
"3208","s17127","rum","Mă gândesc că studiul are legătură într-adevăr cu limbajul și cu modul în care întâmplările sunt relatate"
"3209","s17136","rum","Despre perceptia unor lucruri."
"3210","s17137","rum","atentia la detalii"
"3211","s17145","rum","Cred că scopul studiului a fost de a vedea cum interpretează persoanele un anumit text"
"3212","s17147","rum","Modul in care perceptiile oamenilor afecteaza semnificatia obiectelor si valoarea lor."
"3213","s17151","rum","diferenta dintre ""a sti/cunoaste"" si ""a crede"""
"3214","s17153","rum","Nu știu"
"3215","s17154","ger","Die Selbstsicherheit und Täuschung zu überprüfen"
"3216","s17155","rum","felul in care este folosit limbajul pentru a reda o experienta"
"3217","s17156","rum","Sincer cred că scopul acestui studiu este să vadă dacă suntem atenți la detaliile dintr-o situație"
"3218","s17157","rum","Nivelul de înțelegere a unui text scris"
"3219","s17159","rum","Perceptia asupra realitatii"
"3220","s17163","rum","Investigarea modului în care utilizăm limbajul."
"3221","s17167","rum","Nu știu"
"3222","s17170","ger","x"
"3223","s17177","rum","Cât de mult credem că norocul/ghinionul ne influențează în fiecare zi."
"3224","s17178","ger","xy"
"3225","s17181","rum","Nu știu"
"3226","s17183","rum","Sa se observe cum percep oamenii situatiilemai putin certe."
"3227","s17186","rum","Nu am nicio idee despre scopul studiului"
"3228","s17188","ger","Erforschung der subjektivene oder objektiven Wahrheit."
"3229","s17190","rum","Consider că scopul studiului a fost acela de a observa dacă maniera în care este formulată o întrebare poate schimba ceea ce s-a întâmplat (realitatea). "
"3230","s17198","rum","EVALUAREA NIVELULUI DE STRESS IN FATA UNOR INTREBARI CIUDATE, LA CARE RASPUNSURILE ERAU GREU DE DAT"
"3231","s17200","rum","Cred ca scopul studiului a avut la baza modul in care oamenii fac anumite inferente."
"3232","s17210","rum","Verificarea atentiei"
"3233","s17229","rum","Diferenta conceptuala dintre a sti si a crede."
"3234","s17231","rum","Cred că scopul acestui studiu este de a afla cum acţionează, cum judecă, (rezonează)oamenii în diferite situaţii. "
"3235","s17232","rum","Consider ca scopul acestui studiu este de a evidentia diferentele dintre cele doua actiuni, respectiv, cea de ,,a sti"" ( a cunoaste) si cea de ,,a crede"". Se urmareste intelegerea textului pe baza rationamentului logic si oferirea opiniei pentru a se vedea influenta unui text care contine termeni ambigui."
"3236","s17233","rum","Nu pot sa emit o parere in acest sens."
"3237","s17291","rum","Nu stiu"
"3238","s17294","ger","Wahrnehmung und Tatsachen"
"3239","s17299","ger","Erforschung des Umgangs mit den Begriffen ""glauben"" und ""wissen"". Eventuell auch spannend im Zusammenhang mit grassierenden Fake-News und Verschwörungstheorien. Wann halten wir Laborratten vermeindliches Wissen für ""glaub""würdig?"
"3240","s17306","rum"," - ar putea avea legătură cu măsura în care suntem/subiecții din poveste erau fermi convinși de ceea ce credem legat de orice aspect al vieții 
- sau cu faptul că avem tendința de a lua de bun tot ce vedem, fără să trecem prin filtrul gândirii critice"
"3241","s17309","rum","testarea perceptiei unui subiect in functie de increderea in competentele lui/ a altor persoane sau in functie de starea de spirit/ de concentrare de moment"
"3242","s17316","pol","Sprawdzenie ludzkiej intuicji na temat pojęcia wiedzy"
"3243","s17325","rum"," -nu m-am gândit "
"3244","s17328","rum","Să verifice atenția participantului."
"3245","s17330","ger","Zu ermitteln wie genau die Teilnehmer das Fallbeispiel und dessen Fragen lesen, und wie sehr jemand denkt das die Person im Fall nur glaubt etwas zu wissen"
"3246","s17334","rum","Cum fac oamenii diferenta intre a sti si a crede ca ceva este real."
"3247","s17361","rum","atentia noastra "
"3248","s17363","rum","Nu stiu sigur care a fost scopul studiului"
"3249","s17369","ger","Keine Ahnung "
"3250","s17395","rum","Probabil, identificarea argumentarii proprii persoanelor cand acestea se identifica intr-o situatie fara informatiile complete. Adica  faptul ca in ciuda ca nu se cunoaste orice detaliu se ajunge la raspunsul dorit sau cel gresit, iar astfel se poate identifica daca am folosi ratiunea ca mod de argumentare sau pur si simplu norocul ce nu tine de noi."
"3251","s17416","rum","sa testeze cati oameni sunt in control in viata lor"
"3252","s17420","ger","Texte verstehen"
"3253","s17429","rum","am oscilat intre a ma identifica cu personajul si a privi intamplarea prin ochii lui, sau nu. poate fi ceva in sensul asta."
"3254","s17443","ger","Erkenntnisse über die Form der Umfrage sammeln / über die Teilnehmer an dieser Art von Studien"
"3255","s17449","rum","Cred ca se urmareste modul in care este perceputa fiecare situatie de catre participantii la studiu"
"3256","s17467","rum","In general, investigare pe tema Teoriei Minții."
"3257","s17473","ger","wie nehmen Leser Infos aus Texten auf"
